match_id,season,round,home_team,away_team,home_win_rate_last_5,away_win_rate_last_5,home_avg_score_last_5,away_avg_score_last_5,home_avg_margin_last_5,away_avg_margin_last_5,home_win_rate_last_3,away_win_rate_last_3,home_avg_score_last_3,away_avg_score_last_3,home_avg_margin_last_3,away_avg_margin_last_3,win_rate_diff,avg_margin_diff,head_to_head_win_rate,venue_home_win_rate,days_since_last_game_home,days_since_last_game_away,home_ladder_position,away_ladder_position,margin,home_win
1430,2011,24,Carlton,St Kilda,0.8,0.6,109.6,92.0,37.2,18.4,0.6666666666666666,0.3333333333333333,105.0,91.0,31.333333333333332,10.333333333333334,0.20000000000000007,18.800000000000004,1.0,0.5555555555555556,14.0,7.0,5.0,6.0,-20.0,0
1431,2011,24,West Coast,Adelaide,1.0,0.6,116.6,106.0,35.6,13.0,1.0,0.3333333333333333,111.0,103.0,37.666666666666664,9.333333333333334,0.4,22.6,0.5,0.5238095238095238,7.0,6.0,4.0,14.0,95.0,1
1432,2011,24,Port Adelaide,Melbourne,0.0,0.2,68.4,77.8,-80.4,-57.4,0.0,0.3333333333333333,80.66666666666667,94.66666666666667,-77.33333333333333,-8.333333333333334,-0.2,-23.000000000000007,0.3333333333333333,,6.0,7.0,17.0,12.0,8.0,1
1433,2011,24,Richmond,North Melbourne,0.6,0.4,95.6,96.6,-9.4,8.6,1.0,0.3333333333333333,112.33333333333333,99.66666666666667,24.0,5.333333333333333,0.19999999999999996,-18.0,0.5,0.3333333333333333,7.0,7.0,13.0,10.0,-13.0,0
1434,2011,25,Geelong,Hawthorn,0.8,1.0,150.4,119.4,86.0,49.8,0.6666666666666666,1.0,110.33333333333333,99.0,31.333333333333332,22.333333333333332,-0.19999999999999996,36.2,1.0,0.75,7.0,6.0,2.0,3.0,31.0,1
1435,2011,25,Collingwood,West Coast,0.8,1.0,107.0,125.0,31.8,53.0,0.6666666666666666,1.0,95.66666666666667,122.66666666666667,0.6666666666666666,53.333333333333336,-0.19999999999999996,-21.2,1.0,0.8636363636363636,7.0,6.0,1.0,4.0,20.0,1
1436,2011,25,St Kilda,Sydney,0.6,0.6,94.4,91.2,18.4,7.2,0.6666666666666666,1.0,96.33333333333333,100.33333333333333,23.333333333333332,26.666666666666668,0.0,11.2,0.5,0.6842105263157895,7.0,7.0,7.0,6.0,-25.0,0
1437,2011,25,Carlton,Essendon,0.6,0.6,92.2,107.8,18.4,-14.8,0.3333333333333333,0.6666666666666666,82.33333333333333,115.66666666666667,-0.6666666666666666,-0.3333333333333333,0.0,33.2,0.5,0.5,7.0,13.0,5.0,8.0,62.0,1
1438,2011,26,Hawthorn,Sydney,0.8,0.8,112.2,87.8,40.2,12.4,0.6666666666666666,1.0,95.33333333333333,100.0,8.0,30.0,0.0,27.800000000000004,0.6666666666666666,0.8571428571428571,7.0,6.0,3.0,6.0,36.0,1
1439,2011,26,West Coast,Carlton,0.8,0.6,108.0,106.0,37.6,27.2,0.6666666666666666,0.3333333333333333,98.66666666666667,93.66666666666667,27.666666666666668,10.0,0.20000000000000007,10.400000000000002,0.3333333333333333,0.5454545454545454,7.0,6.0,4.0,5.0,3.0,1
1440,2011,27,Collingwood,Hawthorn,0.8,0.8,91.6,97.2,8.2,14.4,0.6666666666666666,0.6666666666666666,89.0,98.33333333333333,1.3333333333333333,4.666666666666667,0.0,-6.200000000000001,0.6666666666666666,0.8695652173913043,13.0,7.0,1.0,3.0,3.0,1
1441,2011,27,Geelong,West Coast,0.8,0.8,123.4,106.2,55.0,28.6,0.6666666666666666,0.6666666666666666,111.0,102.66666666666667,38.0,26.0,0.0,26.4,0.6666666666666666,0.7777777777777778,14.0,6.0,2.0,4.0,48.0,1
1442,2011,28,Collingwood,Geelong,0.8,0.8,87.4,109.2,5.0,34.6,0.6666666666666666,1.0,67.66666666666667,121.33333333333333,-24.333333333333332,58.333333333333336,0.0,-29.6,0.4,0.875,7.0,7.0,1.0,2.0,-38.0,0
1456,2012,1,Greater Western Sydney,Sydney,,0.8,,93.8,,13.8,,0.6666666666666666,,95.66666666666667,,13.666666666666666,,,,,,189.0,10.0,10.0,-63.0,0
1458,2012,1,Richmond,Carlton,0.6,0.4,103.6,98.8,0.4,11.4,0.6666666666666666,0.3333333333333333,109.66666666666667,104.33333333333333,5.333333333333333,13.0,0.19999999999999996,-11.0,0.0,0.4375,207.0,193.0,10.0,10.0,-44.0,0
1459,2012,1,Hawthorn,Collingwood,0.6,0.6,94.6,83.2,11.4,-6.2,0.3333333333333333,0.6666666666666666,84.66666666666667,77.0,0.6666666666666666,-5.0,0.0,17.6,0.25,0.8666666666666667,189.0,181.0,10.0,10.0,22.0,1
1460,2012,1,Melbourne,Brisbane Lions,0.2,0.2,89.2,92.0,-21.8,-4.2,0.3333333333333333,0.0,108.66666666666667,77.33333333333333,5.0,-26.0,0.0,-17.6,1.0,0.47368421052631576,208.0,209.0,10.0,10.0,-41.0,0
1461,2012,1,Gold Coast,Adelaide,0.0,0.4,68.4,93.8,-62.4,-12.4,0.0,0.3333333333333333,81.0,91.33333333333333,-33.333333333333336,-18.666666666666668,-0.4,-50.0,0.0,0.0,210.0,209.0,10.0,10.0,-69.0,0
1463,2012,1,Fremantle,Geelong,0.0,0.8,63.0,113.8,-59.0,40.0,0.0,1.0,52.666666666666664,111.33333333333333,-74.66666666666667,39.0,-0.8,-99.0,0.3333333333333333,0.6086956521739131,210.0,182.0,10.0,10.0,4.0,1
1462,2012,1,North Melbourne,Essendon,0.4,0.6,93.0,106.8,2.2,-12.4,0.6666666666666666,0.3333333333333333,105.66666666666667,94.66666666666667,15.333333333333334,-37.333333333333336,-0.19999999999999996,14.600000000000001,0.5,0.5909090909090909,209.0,202.0,10.0,10.0,-2.0,0
1464,2012,1,Western Bulldogs,West Coast,0.4,0.6,105.4,93.2,0.6,7.6,0.6666666666666666,0.3333333333333333,110.33333333333333,77.33333333333333,20.0,-21.666666666666668,-0.19999999999999996,-7.0,0.3333333333333333,0.6842105263157895,210.0,189.0,10.0,10.0,-49.0,0
1465,2012,1,Port Adelaide,St Kilda,0.2,0.4,75.0,83.2,-72.4,5.2,0.3333333333333333,0.6666666666666666,107.33333333333333,92.66666666666667,-19.666666666666668,20.0,-0.2,-77.60000000000001,0.3333333333333333,0.3333333333333333,210.0,203.0,10.0,10.0,4.0,1
1466,2012,2,Brisbane Lions,Carlton,0.4,0.4,94.8,100.8,5.0,14.2,0.3333333333333333,0.6666666666666666,89.0,124.0,-6.333333333333333,34.333333333333336,0.0,-9.2,0.3333333333333333,0.3181818181818182,5.0,6.0,2.0,3.0,-91.0,0
1467,2012,2,Essendon,Port Adelaide,0.6,0.4,107.6,88.6,-12.2,-44.0,0.6666666666666666,0.6666666666666666,103.66666666666667,104.66666666666667,-17.666666666666668,1.6666666666666667,0.19999999999999996,31.8,0.5,0.5714285714285714,6.0,5.0,4.0,7.0,25.0,1
1468,2012,2,Sydney,Fremantle,0.8,0.2,97.2,69.6,23.4,-50.0,0.6666666666666666,0.3333333333333333,89.33333333333333,72.66666666666667,17.333333333333332,-40.666666666666664,0.6000000000000001,73.4,0.3333333333333333,0.6875,13.0,6.0,8.0,5.0,13.0,1
1469,2012,2,West Coast,Melbourne,0.6,0.2,102.6,93.2,15.8,-14.8,0.6666666666666666,0.3333333333333333,102.0,98.0,1.3333333333333333,-6.333333333333333,0.39999999999999997,30.6,1.0,0.5652173913043478,6.0,7.0,9.0,10.0,108.0,1
1471,2012,2,Adelaide,Western Bulldogs,0.4,0.4,99.2,103.8,0.4,-7.6,0.3333333333333333,0.3333333333333333,95.33333333333333,87.0,-16.0,-16.333333333333332,0.0,8.0,0.0,0.5454545454545454,7.0,6.0,1.0,10.0,18.0,1
1470,2012,2,Collingwood,Richmond,0.4,0.6,79.8,101.8,-26.6,3.0,0.3333333333333333,0.3333333333333333,88.0,97.66666666666667,-19.0,-11.666666666666666,-0.19999999999999996,-29.6,1.0,0.84,7.0,8.0,10.0,10.0,21.0,1
1472,2012,2,North Melbourne,Greater Western Sydney,0.4,0.0,101.0,37.0,5.4,-63.0,0.3333333333333333,0.0,92.0,37.0,-18.0,-63.0,0.4,68.4,,,7.0,14.0,10.0,10.0,129.0,1
1473,2012,2,St Kilda,Gold Coast,0.4,0.0,86.2,74.4,8.2,-46.2,0.3333333333333333,0.0,76.0,82.33333333333333,-3.0,-36.0,0.4,54.400000000000006,1.0,0.65,7.0,7.0,10.0,10.0,92.0,1
1474,2012,2,Geelong,Hawthorn,0.8,0.6,116.8,99.4,41.8,6.6,0.6666666666666666,0.6666666666666666,112.33333333333333,108.0,27.333333333333332,18.333333333333332,0.20000000000000007,35.199999999999996,1.0,0.8,8.0,9.0,10.0,6.0,2.0,1
1493,2012,3,Carlton,Collingwood,0.6,0.6,118.4,86.2,34.8,-3.2,0.6666666666666666,0.3333333333333333,125.66666666666667,93.66666666666667,44.0,-13.0,0.0,38.0,0.0,0.5454545454545454,8.0,6.0,2.0,6.0,60.0,1
1494,2012,3,Richmond,Melbourne,0.4,0.2,94.8,92.4,-9.8,-26.8,0.0,0.0,78.66666666666667,80.0,-26.0,-52.333333333333336,0.2,17.0,0.25,0.4117647058823529,6.0,6.0,10.0,10.0,59.0,1
1511,2012,3,Port Adelaide,Sydney,0.4,0.8,99.4,96.2,-16.0,23.4,0.6666666666666666,0.6666666666666666,95.66666666666667,93.33333333333333,-4.333333333333333,13.333333333333334,-0.4,-39.4,0.0,0.36363636363636365,7.0,7.0,13.0,5.0,-22.0,0
1512,2012,3,Fremantle,Brisbane Lions,0.2,0.2,68.8,82.8,-46.6,-25.6,0.3333333333333333,0.3333333333333333,82.33333333333333,83.0,-18.333333333333332,-34.0,0.0,-21.0,1.0,0.625,7.0,8.0,8.0,7.0,29.0,1
1513,2012,3,Gold Coast,Essendon,0.0,0.6,71.6,99.8,-52.2,-17.0,0.0,0.6666666666666666,70.66666666666667,100.66666666666667,-56.666666666666664,-11.666666666666666,-0.6,-35.2,0.0,0.0,6.0,7.0,10.0,3.0,-17.0,0
1514,2012,3,Western Bulldogs,St Kilda,0.4,0.6,96.4,100.4,-1.4,29.6,0.3333333333333333,0.3333333333333333,86.0,93.66666666666667,-7.0,21.0,-0.19999999999999996,-31.0,0.0,0.65,7.0,6.0,10.0,12.0,-63.0,0
1521,2012,3,Greater Western Sydney,West Coast,0.0,0.6,45.5,106.8,-96.0,18.4,0.0,0.6666666666666666,45.5,123.66666666666667,-96.0,36.333333333333336,-0.6,-114.4,,,7.0,7.0,10.0,4.0,-81.0,0
1522,2012,3,Hawthorn,Adelaide,0.4,0.6,96.2,98.6,4.4,6.2,0.3333333333333333,0.6666666666666666,97.33333333333333,89.66666666666667,5.666666666666667,-2.6666666666666665,-0.19999999999999996,-1.7999999999999998,0.5,0.875,6.0,7.0,11.0,1.0,56.0,1
1523,2012,3,North Melbourne,Geelong,0.6,0.8,120.4,105.4,34.6,23.0,0.6666666666666666,0.6666666666666666,129.66666666666666,104.0,46.666666666666664,12.0,-0.20000000000000007,11.600000000000001,0.0,0.5652173913043478,7.0,6.0,10.0,9.0,17.0,1
1524,2012,4,St Kilda,Fremantle,0.6,0.4,94.0,72.6,29.2,-21.2,0.6666666666666666,0.6666666666666666,109.0,83.33333333333333,50.333333333333336,6.666666666666667,0.19999999999999996,50.4,1.0,0.6666666666666666,6.0,6.0,7.0,5.0,-13.0,0
1525,2012,4,Carlton,Essendon,0.8,0.8,129.6,105.4,50.8,-2.2,1.0,1.0,133.66666666666666,106.66666666666667,65.0,14.666666666666666,0.0,53.0,0.6,0.5833333333333334,7.0,6.0,2.0,1.0,-30.0,0
1526,2012,4,Collingwood,Port Adelaide,0.4,0.4,82.2,96.6,-19.2,-8.4,0.3333333333333333,0.3333333333333333,87.33333333333333,86.0,-20.333333333333332,-14.333333333333334,0.0,-10.799999999999999,1.0,1.0,7.0,7.0,11.0,13.0,24.0,1
1527,2012,4,Adelaide,Greater Western Sydney,0.4,0.0,90.4,53.333333333333336,-17.2,-91.0,0.6666666666666666,0.0,101.0,53.333333333333336,10.333333333333334,-91.0,0.4,73.8,,0.5652173913043478,6.0,6.0,6.0,10.0,46.0,1
1529,2012,4,Brisbane Lions,Gold Coast,0.2,0.0,73.0,76.4,-27.8,-43.4,0.3333333333333333,0.0,72.33333333333333,67.66666666666667,-26.333333333333332,-59.333333333333336,0.2,15.599999999999998,0.5,0.30434782608695654,7.0,7.0,10.0,10.0,65.0,1
1528,2012,4,West Coast,Hawthorn,0.8,0.6,124.4,110.8,38.6,21.8,1.0,0.6666666666666666,150.66666666666666,122.33333333333333,79.33333333333333,25.333333333333332,0.20000000000000007,16.8,0.5,0.5833333333333334,6.0,6.0,3.0,9.0,5.0,1
1530,2012,4,Geelong,Richmond,0.6,0.4,108.6,98.0,13.4,0.6,0.3333333333333333,0.3333333333333333,102.33333333333333,92.66666666666667,-6.333333333333333,-2.0,0.19999999999999996,12.8,1.0,0.8571428571428571,6.0,7.0,12.0,14.0,10.0,1
1531,2012,4,Sydney,North Melbourne,0.8,0.6,93.4,118.0,17.4,18.4,1.0,0.6666666666666666,99.66666666666667,138.66666666666666,32.666666666666664,48.0,0.20000000000000007,-1.0,1.0,0.7058823529411765,8.0,6.0,4.0,8.0,36.0,1
1532,2012,4,Melbourne,Western Bulldogs,0.2,0.2,85.2,73.0,-37.2,-26.0,0.0,0.0,70.0,63.666666666666664,-69.33333333333333,-43.333333333333336,0.0,-11.200000000000003,0.0,0.45,8.0,7.0,10.0,10.0,-21.0,0
1533,2012,5,Collingwood,Essendon,0.4,0.8,88.0,103.2,-15.0,2.4,0.6666666666666666,1.0,81.33333333333333,108.33333333333333,-5.0,24.0,-0.4,-17.4,1.0,0.8461538461538461,4.0,4.0,9.0,1.0,1.0,1
1534,2012,5,Fremantle,Carlton,0.6,0.6,80.6,115.6,-2.6,32.4,0.6666666666666666,0.6666666666666666,79.0,118.33333333333333,9.666666666666666,40.333333333333336,0.0,-35.0,0.6666666666666666,0.64,7.0,6.0,4.0,6.0,-8.0,0
1546,2012,5,Greater Western Sydney,Western Bulldogs,0.0,0.4,52.5,77.2,-79.75,-12.6,0.0,0.3333333333333333,57.666666666666664,64.0,-85.33333333333333,-20.0,-0.4,-67.15,,,6.0,5.0,10.0,15.0,-42.0,0
1547,2012,5,North Melbourne,Gold Coast,0.6,0.0,119.4,69.2,24.2,-50.4,0.6666666666666666,0.0,130.33333333333334,60.333333333333336,36.666666666666664,-58.0,0.6,74.6,1.0,0.5833333333333334,6.0,6.0,11.0,10.0,34.0,1
1548,2012,5,Melbourne,St Kilda,0.0,0.4,76.2,92.6,-47.4,22.6,0.0,0.6666666666666666,66.33333333333333,107.0,-62.666666666666664,47.333333333333336,-0.4,-70.0,0.0,0.42857142857142855,6.0,7.0,10.0,12.0,-18.0,0
1549,2012,5,Brisbane Lions,Geelong,0.4,0.6,79.0,100.2,-13.2,5.8,0.3333333333333333,0.6666666666666666,69.66666666666667,93.66666666666667,-18.333333333333332,-1.6666666666666667,-0.19999999999999996,-19.0,0.0,0.3333333333333333,7.0,6.0,7.0,8.0,-38.0,0
1550,2012,5,Hawthorn,Sydney,0.4,0.8,95.6,99.6,13.6,19.6,0.3333333333333333,1.0,92.0,104.0,16.333333333333332,23.666666666666668,-0.4,-6.000000000000002,0.75,1.0,7.0,6.0,10.0,2.0,-37.0,0
1551,2012,5,Richmond,West Coast,0.2,0.8,86.8,114.4,-5.8,39.0,0.3333333333333333,1.0,87.33333333333333,122.33333333333333,9.333333333333334,64.66666666666667,-0.6000000000000001,-44.8,0.5,0.25,7.0,7.0,14.0,3.0,-10.0,0
1552,2012,5,Adelaide,Port Adelaide,0.6,0.4,89.8,88.6,-3.6,-11.8,0.6666666666666666,0.0,87.33333333333333,80.66666666666667,2.6666666666666665,-23.666666666666668,0.19999999999999996,8.200000000000001,0.25,0.5833333333333334,8.0,8.0,5.0,13.0,19.0,1
1553,2012,6,Western Bulldogs,Collingwood,0.4,0.6,76.6,87.8,-13.4,-7.2,0.6666666666666666,0.6666666666666666,77.33333333333333,79.66666666666667,0.0,-11.666666666666666,-0.19999999999999996,-6.2,0.0,0.6190476190476191,6.0,9.0,13.0,7.0,-21.0,0
1554,2012,6,Essendon,Brisbane Lions,0.8,0.4,101.6,73.8,14.6,-10.4,0.6666666666666666,0.3333333333333333,97.66666666666667,62.333333333333336,15.333333333333334,-0.6666666666666666,0.4,25.0,0.5,0.6,9.0,6.0,5.0,11.0,67.0,1
1557,2012,6,Geelong,Melbourne,0.6,0.0,92.2,68.6,5.8,-49.4,0.6666666666666666,0.0,89.33333333333333,69.0,10.333333333333334,-32.666666666666664,0.6,55.199999999999996,1.0,0.875,6.0,6.0,9.0,10.0,43.0,1
1558,2012,6,Gold Coast,Fremantle,0.0,0.6,68.4,79.8,-55.4,5.0,0.0,0.6666666666666666,75.66666666666667,71.0,-38.666666666666664,11.333333333333334,-0.6,-60.4,0.0,0.0,7.0,7.0,10.0,6.0,-7.0,0
1559,2012,6,St Kilda,Hawthorn,0.6,0.4,98.0,96.4,31.2,6.8,0.6666666666666666,0.3333333333333333,88.66666666666667,85.0,22.666666666666668,4.666666666666667,0.19999999999999996,24.4,0.0,0.5,7.0,6.0,10.0,12.0,-35.0,0
1560,2012,6,Sydney,Adelaide,1.0,0.8,103.6,101.8,34.2,19.2,1.0,0.6666666666666666,108.0,96.66666666666667,31.666666666666668,3.0,0.19999999999999996,15.000000000000004,0.5,0.7222222222222222,6.0,6.0,2.0,3.0,-5.0,0
1561,2012,6,Carlton,Greater Western Sydney,0.8,0.0,109.0,54.4,34.6,-72.2,0.6666666666666666,0.0,88.66666666666667,60.333333333333336,12.666666666666666,-56.333333333333336,0.8,106.80000000000001,,0.4166666666666667,8.0,7.0,4.0,10.0,67.0,1
1562,2012,6,Port Adelaide,Richmond,0.2,0.2,84.4,88.0,-17.2,-5.2,0.0,0.3333333333333333,82.33333333333333,98.33333333333333,-21.666666666666668,13.0,0.0,-12.0,0.6666666666666666,0.34782608695652173,6.0,7.0,15.0,14.0,-37.0,0
1563,2012,6,West Coast,North Melbourne,1.0,0.6,122.0,124.0,50.6,28.4,1.0,0.6666666666666666,102.66666666666667,111.66666666666667,32.0,5.0,0.4,22.200000000000003,0.3333333333333333,0.6,7.0,8.0,1.0,8.0,25.0,1
1564,2012,7,Melbourne,Hawthorn,0.0,0.4,68.2,93.6,-49.8,9.4,0.0,0.3333333333333333,69.66666666666667,79.33333333333333,-27.333333333333332,-2.3333333333333335,-0.4,-59.199999999999996,0.0,0.4090909090909091,6.0,6.0,10.0,10.0,-66.0,0
1565,2012,7,Adelaide,Geelong,0.8,0.8,94.2,95.8,6.4,15.2,1.0,1.0,101.66666666666667,91.0,23.333333333333332,30.333333333333332,0.0,-8.799999999999999,0.3333333333333333,0.6,6.0,6.0,3.0,8.0,50.0,1
1566,2012,7,Greater Western Sydney,Gold Coast,0.0,0.0,55.6,72.2,-73.0,-43.0,0.0,0.0,51.666666666666664,75.33333333333333,-51.666666666666664,-35.333333333333336,0.0,-30.0,,0.0,6.0,6.0,10.0,10.0,27.0,1
1567,2012,7,Richmond,Sydney,0.4,0.8,90.0,102.4,11.0,20.6,0.3333333333333333,0.6666666666666666,84.33333333333333,104.33333333333333,5.666666666666667,22.666666666666668,-0.4,-9.600000000000001,0.5,0.4444444444444444,6.0,6.0,13.0,4.0,29.0,1
1569,2012,7,Brisbane Lions,Collingwood,0.2,0.8,62.4,84.4,-32.0,1.4,0.3333333333333333,1.0,71.33333333333333,91.66666666666667,-13.333333333333334,15.333333333333334,-0.6000000000000001,-33.4,0.5,0.32,7.0,7.0,12.0,7.0,-58.0,0
1568,2012,7,Essendon,West Coast,0.8,1.0,106.6,118.8,27.6,45.8,0.6666666666666666,1.0,105.66666666666667,92.66666666666667,32.0,13.333333333333334,-0.19999999999999996,-18.199999999999996,0.25,0.625,7.0,6.0,5.0,1.0,61.0,1
1570,2012,7,North Melbourne,Western Bulldogs,0.6,0.4,122.6,74.6,23.8,-7.8,0.3333333333333333,0.6666666666666666,99.66666666666667,89.66666666666667,-9.0,14.0,0.19999999999999996,31.6,0.3333333333333333,0.6,6.0,8.0,11.0,14.0,-18.0,0
1571,2012,7,Fremantle,Port Adelaide,0.6,0.0,77.6,77.4,5.6,-25.4,0.6666666666666666,0.0,81.0,72.66666666666667,4.0,-26.666666666666668,0.6,31.0,1.0,0.6153846153846154,8.0,7.0,6.0,15.0,40.0,1
1572,2012,7,St Kilda,Carlton,0.6,0.8,98.6,106.0,25.0,39.2,0.3333333333333333,0.6666666666666666,83.66666666666667,84.66666666666667,-10.0,15.0,-0.20000000000000007,-14.200000000000003,0.3333333333333333,0.6363636363636364,9.0,8.0,9.0,2.0,24.0,1
1573,2012,8,Collingwood,Geelong,0.8,0.6,90.6,91.8,8.8,4.8,1.0,0.6666666666666666,98.0,90.0,26.666666666666668,10.333333333333334,0.20000000000000007,4.000000000000001,0.3333333333333333,0.8518518518518519,6.0,6.0,4.0,8.0,12.0,1
1574,2012,8,Port Adelaide,North Melbourne,0.0,0.4,69.6,102.6,-28.4,-5.6,0.0,0.3333333333333333,64.0,101.66666666666667,-32.0,-3.0,-0.4,-22.799999999999997,0.25,0.3333333333333333,5.0,6.0,16.0,11.0,2.0,1
1586,2012,8,Hawthorn,Fremantle,0.6,0.8,98.6,78.8,23.0,16.2,0.6666666666666666,0.6666666666666666,102.33333333333333,79.33333333333333,21.333333333333332,13.0,-0.20000000000000007,6.800000000000001,0.75,0.8,7.0,5.0,9.0,5.0,56.0,1
1587,2012,8,Sydney,Melbourne,0.6,0.0,96.0,66.4,12.2,-41.4,0.3333333333333333,0.0,87.33333333333333,63.666666666666664,1.0,-42.333333333333336,0.6,53.599999999999994,0.0,0.6842105263157895,7.0,7.0,7.0,10.0,101.0,1
1588,2012,8,Western Bulldogs,Gold Coast,0.6,0.0,82.0,76.2,-0.6,-30.0,0.6666666666666666,0.0,94.0,82.33333333333333,13.0,-22.666666666666668,0.6,29.4,1.0,1.0,6.0,7.0,13.0,10.0,38.0,1
1589,2012,8,Essendon,Richmond,0.8,0.6,107.0,95.4,34.8,21.0,0.6666666666666666,0.6666666666666666,107.0,93.0,42.333333333333336,18.666666666666668,0.20000000000000007,13.799999999999997,0.6666666666666666,0.375,7.0,7.0,2.0,12.0,19.0,1
1590,2012,8,Brisbane Lions,Greater Western Sydney,0.2,0.2,61.4,63.6,-25.4,-41.8,0.0,0.3333333333333333,53.666666666666664,66.33333333333333,-54.333333333333336,-27.333333333333332,0.0,16.4,,0.3076923076923077,7.0,7.0,14.0,15.0,92.0,1
1591,2012,8,Carlton,Adelaide,0.6,0.8,94.8,102.2,16.2,12.8,0.6666666666666666,1.0,91.0,110.33333333333333,17.0,24.666666666666668,-0.20000000000000007,3.3999999999999986,1.0,0.46153846153846156,5.0,8.0,6.0,1.0,-69.0,0
1592,2012,8,West Coast,St Kilda,0.8,0.6,96.0,95.2,12.0,11.4,0.6666666666666666,0.6666666666666666,93.0,98.0,-8.666666666666666,2.3333333333333335,0.20000000000000007,0.5999999999999996,0.0,0.6153846153846154,7.0,5.0,3.0,10.0,30.0,1
1593,2012,9,Western Bulldogs,Geelong,0.8,0.6,88.4,85.8,19.6,5.8,0.6666666666666666,0.3333333333333333,83.33333333333333,91.66666666666667,11.666666666666666,-6.333333333333333,0.20000000000000007,13.8,0.0,0.5909090909090909,6.0,7.0,9.0,11.0,-20.0,0
1594,2012,9,Richmond,Hawthorn,0.4,0.6,90.6,94.4,5.4,23.0,0.6666666666666666,1.0,97.0,119.0,15.666666666666666,52.333333333333336,-0.19999999999999996,-17.6,0.0,0.47368421052631576,6.0,6.0,13.0,6.0,62.0,1
1599,2012,9,Gold Coast,Port Adelaide,0.0,0.2,65.4,72.0,-34.2,-23.6,0.0,0.3333333333333333,62.666666666666664,65.33333333333333,-24.0,-25.0,-0.2,-10.600000000000001,1.0,0.0,6.0,7.0,10.0,15.0,-48.0,0
1600,2012,9,St Kilda,Sydney,0.4,0.6,92.8,102.6,-7.2,28.0,0.3333333333333333,0.3333333333333333,100.33333333333333,98.0,-13.666666666666666,22.333333333333332,-0.19999999999999996,-35.2,0.3333333333333333,0.6521739130434783,6.0,7.0,10.0,5.0,28.0,1
1602,2012,9,Adelaide,Collingwood,1.0,1.0,110.2,97.4,37.8,23.2,1.0,1.0,115.0,103.33333333333333,41.333333333333336,30.333333333333332,0.0,14.599999999999998,0.0,0.6153846153846154,6.0,7.0,1.0,4.0,-26.0,0
1601,2012,9,Greater Western Sydney,Essendon,0.2,0.8,57.8,111.6,-44.0,35.2,0.3333333333333333,1.0,59.0,123.33333333333333,-44.0,49.0,-0.6000000000000001,-79.2,,,6.0,6.0,16.0,2.0,-66.0,0
1603,2012,9,North Melbourne,Brisbane Lions,0.2,0.4,95.0,80.8,-9.4,-1.2,0.0,0.3333333333333333,90.33333333333333,84.0,-15.0,-11.0,-0.2,-8.200000000000001,0.6666666666666666,0.5769230769230769,7.0,7.0,14.0,12.0,16.0,1
1604,2012,9,Carlton,Melbourne,0.4,0.0,81.4,59.0,-9.6,-49.8,0.3333333333333333,0.0,87.66666666666667,54.0,-8.666666666666666,-70.0,0.4,40.199999999999996,1.0,0.5384615384615384,7.0,7.0,8.0,10.0,58.0,1
1605,2012,9,West Coast,Fremantle,0.8,0.6,90.2,78.6,1.8,-0.8,0.6666666666666666,0.6666666666666666,97.66666666666667,81.33333333333333,-2.0,-3.0,0.20000000000000007,2.6,0.5,0.6296296296296297,7.0,8.0,3.0,7.0,48.0,1
1606,2012,10,St Kilda,Richmond,0.6,0.6,99.2,105.0,1.0,19.8,0.6666666666666666,0.6666666666666666,108.0,112.33333333333333,7.333333333333333,24.0,0.0,-18.8,0.6666666666666666,0.6666666666666666,6.0,6.0,10.0,12.0,-8.0,0
1607,2012,10,Geelong,Greater Western Sydney,0.6,0.2,89.8,58.4,7.8,-48.0,0.3333333333333333,0.3333333333333333,83.66666666666667,62.333333333333336,-14.0,-43.666666666666664,0.39999999999999997,55.8,,0.8888888888888888,7.0,6.0,7.0,16.0,65.0,1
1608,2012,10,Hawthorn,North Melbourne,0.6,0.4,100.2,102.0,11.6,1.0,0.6666666666666666,0.3333333333333333,103.0,96.0,20.0,-1.3333333333333333,0.19999999999999996,10.6,0.5,0.8333333333333334,7.0,6.0,9.0,11.0,115.0,1
1609,2012,10,Fremantle,Adelaide,0.4,0.8,67.4,100.8,-13.0,23.4,0.3333333333333333,0.6666666666666666,62.0,98.33333333333333,-21.333333333333332,31.0,-0.4,-36.4,0.6666666666666666,0.6296296296296297,6.0,6.0,8.0,4.0,-29.0,0
1610,2012,10,Essendon,Melbourne,0.8,0.0,113.6,55.4,42.4,-57.2,1.0,0.0,120.0,45.0,48.666666666666664,-75.0,0.8,99.6,0.0,0.4444444444444444,7.0,6.0,1.0,10.0,-6.0,0
1611,2012,10,Port Adelaide,Carlton,0.4,0.6,81.0,87.0,-9.2,8.0,0.6666666666666666,0.3333333333333333,86.66666666666667,86.66666666666667,3.3333333333333335,-11.666666666666666,-0.19999999999999996,-17.2,0.0,0.36,7.0,6.0,15.0,6.0,54.0,1
1612,2012,10,Brisbane Lions,West Coast,0.2,0.8,77.8,96.8,-17.4,10.4,0.3333333333333333,0.6666666666666666,95.33333333333333,85.66666666666667,6.0,5.666666666666667,-0.6000000000000001,-27.799999999999997,0.6666666666666666,0.3333333333333333,7.0,6.0,14.0,2.0,2.0,1
1613,2012,10,Sydney,Western Bulldogs,0.4,0.6,96.6,85.8,15.2,11.4,0.3333333333333333,0.6666666666666666,94.33333333333333,82.66666666666667,14.666666666666666,12.0,-0.19999999999999996,3.799999999999999,0.6,0.7,7.0,8.0,5.0,13.0,92.0,1
